#time (ps)	NaCl /4M	time (ps)	NaCl /2M
6.225	1.67008977428571E-5	6.225	2.61603927714286E-5
6.25	2.89642992571429E-5	6.25	3.82368080571429E-5
6.275	6.91696331142857E-5	6.275	8.30109918E-5
6.3	7.16016444571429E-5	6.3	4.80247062857143E-5
6.325	6.63732207714286E-5	6.325	7.88193054285715E-6
6.35	9.18138064857143E-5	6.35	6.88963331428571E-5
6.375	9.39257548E-5	6.375	1.1914466E-4
6.4	6.79246961142857E-5	6.4	1.20599755571429E-4
6.425	8.37752290285714E-5	6.425	1.288110557E-4
6.45	8.49996572857143E-5	6.45	7.85639362171428E-5
6.475	7.592741E-5	6.475	8.93549546E-6
6.5	9.41439061142857E-5	6.5	1.14416170857143E-5
6.525	8.73022809285714E-5	6.525	1.69876588085714E-5
6.55	3.92423378E-5	6.55	-8.96733654285715E-6
6.575	3.72697851571428E-5	6.575	1.13491191428571E-5
6.6	3.02950685857143E-5	6.6	1.6933009E-5
6.625	-1.70887629228571E-5	6.625	2.36869821714286E-5
6.65	1.22224889171429E-5	6.65	6.89322340857143E-5
6.675	6.22915275771429E-5	6.675	6.11368673142857E-5
6.7	5.77769284142857E-5	6.7	-1.8806805E-5
6.725	7.67095978857143E-5	6.725	1.74618345714286E-5
6.75	7.65568443714286E-5	6.75	1.90086811428571E-5
6.775	1.15414220571429E-5	6.775	-7.31018371428571E-6
6.8	-1.62798986285714E-5	6.8	4.90824634285714E-5
6.825	4.60130072E-5	6.825	7.98443284285714E-5
6.85	8.17140495142857E-5	6.85	1.66705609142857E-5
6.875	1.23497745171429E-4	6.875	3.93904597428571E-5
6.9	1.31819517971429E-4	6.9	4.84719449142857E-5
6.925	8.74243831714286E-5	6.925	-2.37288618E-5
6.95	1.93981713428571E-5	6.95	-1.58034649714286E-5
6.975	6.42438148285714E-5	6.975	4.72914663428571E-5
7	8.88615137714285E-5	7	2.04922557142857E-5
7.025	6.5286182E-5	7.025	-6.1640037142857E-6
7.05	4.13215712571429E-5	7.05	1.62433822857143E-5
7.075	1.16045412285714E-5	7.075	-3.81747491428571E-5
7.1	-6.13441766E-5	7.1	-8.17954022857143E-5
7.125	-3.45545343714286E-5	7.125	-1.40136177142857E-5
7.15	3.70904782571429E-5	7.15	-1.10945394285714E-5
7.175	3.29642444285714E-5	7.175	-3.78698975714286E-5
7.2	1.08089755142857E-4	7.2	5.08663737714286E-5
7.225	1.28022404E-4	7.225	3.27576031714285E-5
7.25	8.36669242857143E-5	7.25	-2.56578788E-5
7.275	5.6991152E-5	7.275	1.98113592857143E-5
7.3	4.15369185714286E-5	7.3	3.16339349E-5
7.325	-1.38882198285714E-5	7.325	2.76906375428571E-6
7.35	-1.88349311771429E-5	7.35	1.01157747505714E-4
7.375	-1.550670176E-5	7.375	1.22684309154286E-4
7.4	-4.10685992914286E-5	7.4	7.61269781571429E-5
7.425	6.47809280000001E-6	7.425	9.08582268E-5
7.45	8.98653845714286E-5	7.45	1.20425223028571E-4
7.475	1.225267E-4	7.475	4.39219484285714E-5
7.5	1.09101304E-4	7.5	5.86882908571428E-5
7.525	9.75062075714286E-5	7.525	4.47722862857142E-5
7.55	1.26739965714288E-6	7.55	-5.82433317142857E-5
7.575	-5.23120311714286E-5	7.575	-1.05140116285714E-4
7.6	-3.11066798571428E-5	7.6	-7.11832290285714E-5
7.625	-6.15006312857143E-5	7.625	-6.9574526E-5
7.65	-7.79148751714286E-5	7.65	1.29650984E-5
7.675	-6.63123074571428E-5	7.675	5.79901304571429E-5
7.7	-8.05333577428571E-5	7.7	-3.63840575428571E-5
7.725	-8.70251905428571E-5	7.725	-6.75470348571429E-5
7.75	-2.60179398285714E-5	7.75	-1.20274907142857E-4
7.775	-4.28148917142857E-6	7.775	-1.64102891428571E-4
7.8	-1.0225891E-5	7.8	-1.32978204142857E-4
7.825	2.53824699428571E-5	7.825	-8.6524941E-5
7.85	8.47083397142856E-6	7.85	-1.33576321228571E-4
7.875	-5.96080357714286E-5	7.875	-7.39014059714285E-5
7.9	-1.7463439E-5	7.9	2.68074553428571E-5
7.925	6.14547142857143E-6	7.925	6.35960552857143E-5
7.95	3.37561409714286E-5	7.95	9.91131367142857E-5
7.975	1.27563959771429E-4	7.975	1.807081764E-4
8	1.76073869542857E-4	8	1.55963616485714E-4
8.025	1.73053238857143E-4	8.025	1.18616646971429E-4
8.05	2.22564409714286E-4	8.05	1.41062968828571E-4
8.075	1.98564067142857E-4	8.075	8.85694863428571E-5
8.1	1.14183181542857E-4	8.1	8.25184968571428E-6
8.125	6.24077903428572E-5	8.125	1.16196151428571E-6
8.15	3.61203252571429E-5	8.15	-9.57965828285714E-5
8.175	-1.2236876E-5	8.175	-1.959277686E-4
8.2	3.76001411428571E-5	8.2	-2.06141191228571E-4
8.225	3.0199308E-5	8.225	-2.33761503057143E-4
8.25	-6.04326482857143E-5	8.25	-2.753827796E-4
8.275	-1.19562056E-4	8.275	-2.18160339771429E-4
8.3	-1.52177781657143E-4	8.3	-2.45064384742857E-4
8.325	-2.416628904E-4	8.325	-2.989624768E-4
8.35	-2.58804823942857E-4	8.35	-2.653970416E-4
8.375	-2.34416819771429E-4	8.375	-2.152418386E-4
8.4	-2.01470397912571E-4	8.4	-1.71243257314286E-4
8.425	-9.30502751766857E-5	8.425	-5.41856575714286E-5
8.45	4.29742675790857E-5	8.45	4.94767106285714E-5
8.475	1.06591988926171E-4	8.475	1.11633229857143E-4
8.5	9.6865215436E-5	8.5	1.97264986E-4
8.525	1.33919220057143E-4	8.525	2.37146844E-4
8.55	1.61008937028571E-4	8.55	2.14064264857143E-4
8.575	1.84317775485714E-4	8.575	1.89667950971429E-4
8.6	2.49599416571429E-4	8.6	1.66701574628571E-4
8.625	2.22427768E-4	8.625	1.21078461542857E-4
8.65	1.26601101684286E-4	8.65	1.47941575657143E-4
8.675	8.61668504091428E-5	8.675	1.992798084E-4
8.7	7.43097261745714E-5	8.7	1.70675550228571E-4
8.725	1.77001784091429E-5	8.725	1.27349944685714E-4
8.75	-3.32689945857143E-6	8.75	8.55722668285714E-5
8.775	-9.21881857142858E-6	8.775	2.34911581E-5
8.8	-6.86569165714286E-5	8.8	-3.80577992057143E-5
8.825	-7.26250595714286E-5	8.825	-4.45928672314286E-5
8.85	-4.65741787714286E-5	8.85	-1.13118228291429E-4
8.875	-8.01275979142857E-5	8.875	-1.69110372728571E-4
8.9	-9.55327254285714E-5	8.9	-1.709809432E-4
8.925	-2.33686598571428E-5	8.925	-1.731376694E-4
8.95	-4.38117426285714E-5	8.95	-1.72124395485714E-4
8.975	-5.33933149714286E-5	8.975	-1.02496201257143E-4
9	-3.0054393E-5	9	-1.36035952285714E-4
9.025	-1.06029053142857E-4	9.025	-1.53300058E-4
9.05	-1.53566529571429E-4	9.05	-1.30670313114286E-4
9.075	-1.41167591485714E-4	9.075	-1.70654625542857E-4
9.1	-1.75901150885714E-4	9.1	-2.05040905285714E-4
9.125	-1.62924626628571E-4	9.125	-1.14328398914286E-4
9.15	-3.50996201428571E-5	9.15	-8.74762344285714E-5
9.175	2.63084831428571E-5	9.175	-9.5478178E-5
9.2	8.07039072857143E-5	9.2	-5.78454571428571E-5
9.225	1.31099841771429E-4	9.225	-8.0047852E-5
9.25	1.41639850885714E-4	9.25	-1.73126549428571E-4
9.275	8.49011126285714E-5	9.275	-1.57603158142857E-4
9.3	6.66275670777143E-5	9.3	-1.25766548457143E-4
9.325	3.00663884957714E-5	9.325	-1.66726579914286E-4
9.35	-7.50709451172571E-5	9.35	-1.18556429371429E-4
9.375	-1.13737804761371E-4	9.375	-3.45591494E-5
9.4	-7.06213745794286E-5	9.4	-1.03484597714286E-4
9.425	-6.68024548571428E-5	9.425	-1.05937241142857E-4
9.45	-5.84954511428572E-6	9.45	-8.53256445714286E-5
9.475	7.55541120857143E-5	9.475	-1.44423680857143E-4
9.5	6.72992214E-5	9.5	-1.38463692142857E-4
9.525	8.74917616285714E-5	9.525	-6.15869704714286E-5
9.55	1.07343510342857E-4	9.55	-1.09168308634286E-4
9.575	3.81975259428571E-5	9.575	-1.09841758774286E-4
9.6	1.25958768571429E-5	9.6	-6.711559152E-5
9.625	1.88618328571429E-5	9.625	-1.11373671014286E-4
9.65	-1.60903148571429E-5	9.65	-1.06411895914286E-4
9.675	8.20601971428572E-6	9.675	-2.59240525428571E-5
9.7	4.56749404285714E-5	9.7	-3.87826605714286E-6
9.725	2.17625388571428E-6	9.725	-6.97179262857143E-6
9.75	-3.21662613571429E-5	9.75	2.24795171428574E-7
9.775	-2.89394503085714E-5	9.775	-1.03087711657143E-4
9.8	-7.123235874E-5	9.8	-1.71301509857143E-4
9.825	-1.11994418365714E-4	9.825	-9.4283992E-5
9.85	-9.84821095E-5	9.85	-3.04636302857143E-5
9.875	-1.15170069142857E-4	9.875	7.54365628571427E-6
9.9	-1.40146245142857E-4	9.9	2.88603425142857E-5
9.925	-1.19239162142857E-4	9.925	-3.91168932571428E-5
9.95	-9.53558040857143E-5	9.95	-1.153696126E-4
9.975	-1.138347614E-4	9.975	-9.8456637E-5
10	-4.15645476285714E-5	10	-1.087432738E-4
10.025	-1.31491030571429E-5	10.025	-9.56094662285714E-5
10.05	-3.63199994E-5	10.05	-3.88672338571429E-5
10.075	-2.17820322857143E-5	10.075	5.57289331428572E-6
10.1	-3.04573882857143E-5	10.1	1.35760833714286E-5
10.125	-6.60467871428571E-5	10.125	8.06713740857143E-5
10.15	5.20982228571429E-6	10.15	9.16109901714286E-5
10.175	6.03185217142857E-5	10.175	7.49711299714286E-5
10.2	4.27590705714286E-5	10.2	1.03861141828571E-4
10.225	7.73937314285714E-5	10.225	9.12580358571428E-5
10.25	1.20056523142857E-4	10.25	5.27332548571429E-6
10.275	1.00718813742857E-4	10.275	2.51890385714287E-6
10.3	1.24092653474286E-4	10.3	-5.03524242857143E-5
10.325	1.88813050337143E-4	10.325	-1.28594870285714E-4
10.35	1.32244517474286E-4	10.35	-1.07422569428571E-4
10.375	6.97791386E-5	10.375	-8.42502364E-5
10.4	6.66937596571429E-5	10.4	-1.0490796184E-4
10.425	2.23893838285714E-5	10.425	-6.23628248914286E-5
10.45	-2.26310129142857E-5	10.45	-6.067215764E-5
10.475	5.33521449714286E-5	10.475	-9.95404469714286E-5
10.5	2.77647429142857E-5	10.5	-8.50816701714286E-5
10.525	-5.64348767428571E-5	10.525	-2.41678508E-5
10.55	-6.88619797142857E-5	10.55	-6.80367893142857E-5
10.575	-1.38498344285714E-4	10.575	-8.28590417714286E-5
10.6	-2.07484822E-4	10.6	-5.58271612857143E-5
10.625	-1.02153725142857E-4	10.625	-6.65205451428571E-5
10.65	-4.5512602E-5	10.65	-8.20951302857143E-5
10.675	-3.04148654285714E-5	10.675	-9.26962314285715E-6
10.7	4.06835968571429E-5	10.7	-3.1146E-5
10.725	6.46687191428571E-5	10.725	-6.81565228571429E-5
10.75	1.98966505714286E-5	10.75	-2.9965582E-5
10.775	4.36509944285714E-5	10.775	-4.51641868571429E-5
10.8	3.32093308571428E-6	10.8	-7.47133217142857E-5
10.825	-6.26909940285714E-5	10.825	-4.39619180857143E-5
10.85	-2.56147283428571E-5	10.85	-2.87378250571428E-5
10.875	2.98066224285714E-5	10.875	-2.34140062E-5
10.9	3.68254330857143E-5	10.9	4.57963800285714E-5
10.925	9.08705698285714E-5	10.925	6.00839287714286E-5
10.95	1.10840134228571E-4	10.95	4.42479127142857E-5
10.975	7.76932274285714E-5	10.975	6.15268373714286E-5
11	9.67141342285714E-5	11	7.6296416E-6
11.025	1.03719554542857E-4	11.025	-6.87049468571428E-5
11.05	6.1148988E-6	11.05	-6.64332902857143E-5
11.075	-1.40388284285714E-5	11.075	-8.1439352E-5
11.1	-1.51516361428571E-5	11.1	-1.68995014285714E-4
11.125	-4.97557698E-5	11.125	-1.36867356857143E-4
11.15	-7.50715911142857E-5	11.15	-9.71650932857143E-5
11.175	-1.11157156571429E-5	11.175	-1.13481163314286E-4
11.2	-2.47341371428572E-6	11.2	-4.73208306571429E-5
11.225	-1.4703846E-5	11.225	4.49475049714286E-5
11.25	4.70060324285714E-5	11.25	3.4395749E-5
11.275	3.4538924E-5	11.275	7.34540186857143E-5
11.3	1.20048147714286E-5	11.3	1.12100131714286E-4
11.325	3.68366987428571E-5	11.325	3.42091357942857E-5
11.35	4.59726050285714E-5	11.35	-3.79497266457143E-5
11.375	-2.28077818E-5	11.375	-3.55705008914286E-5
11.4	-8.10124834285714E-6	11.4	-7.75036456285714E-5
11.425	-1.89460306571429E-5	11.425	-6.2150362E-5
11.45	-8.15769445714286E-6	11.45	5.5220637142857E-7
11.475	2.896331E-5	11.475	-1.39975367428571E-5
11.5	6.85370776E-5	11.5	-5.56157866285714E-5
11.525	4.72117955142857E-5	11.525	-5.48533371428572E-6
11.55	4.19411366E-5	11.55	-5.86684565714285E-5
11.575	1.65482369428571E-5	11.575	-8.70162411428571E-5
11.6	-4.11766783714286E-5	11.6	-2.79663942285714E-5
11.625	-8.48461488E-5	11.625	-4.50645881142857E-5
11.65	-6.03432376E-5	11.65	-7.55788390857143E-5
11.675	-6.48602429714286E-5	11.675	1.98853905714286E-5
11.7	-3.92277778571428E-5	11.7	7.32217114285714E-6
11.725	-1.12050465714286E-5	11.725	-3.91325791428571E-5
11.75	-1.38766136E-5	11.75	-3.65410285714286E-6
11.775	-2.43447722857143E-5	11.775	-3.10896718571429E-5
11.8	-8.26029471428571E-6	11.8	-8.49189329142857E-5
11.825	-5.85390966857143E-5	11.825	-3.88912448857143E-5
11.85	-1.14065556828571E-4	11.85	-4.90482889142857E-5
11.875	-1.05343344514286E-4	11.875	-8.95386705714286E-5
11.9	-8.96177495714286E-5	11.9	-5.94022407428571E-5
11.925	-5.63598415142857E-5	11.925	-5.94423783714286E-5
11.95	6.79459303142857E-5	11.95	-8.41908358857143E-5
11.975	1.33770164342857E-4	11.975	-5.70949214285714E-5
12	1.13365975428571E-4	12	-8.75303147428571E-5
12.025	1.16437122914286E-4	12.025	-1.710438998E-4
12.05	9.91661580285714E-5	12.05	-1.37231845028571E-4
12.075	6.16145709714286E-5	12.075	-1.74136588714286E-4
12.1	7.08676534285714E-5	12.1	-2.31099654857143E-4
12.125	5.79721592285714E-5	12.125	-1.98781551142857E-4
12.15	-1.30693007142857E-5	12.15	-1.89909302114286E-4
12.175	-3.31772994E-5	12.175	-2.494710512E-4
12.2	-1.91839474571429E-5	12.2	-2.13618532685714E-4
12.225	5.36989434285714E-6	12.225	-1.70296902285714E-4
12.25	8.25767678628571E-5	12.25	-2.14739393657143E-4
12.275	1.6455494856E-4	12.275	-1.73300368685714E-4
12.3	1.00236229862857E-4	12.3	-1.16138407771429E-4
12.325	6.65165072E-5	12.325	-9.14814395142857E-5
12.35	3.86150434285714E-5	12.35	-4.97669518857143E-5
12.375	-3.02347305714286E-5	12.375	5.09716442E-5
12.4	-3.67422004285714E-5	12.4	6.13727234571428E-5
12.425	9.98049432E-5	12.425	9.90529989428571E-5
12.45	1.45369865742857E-4	12.45	1.88947806828571E-4
12.475	2.09380236914286E-4	12.475	2.07291498185714E-4
12.5	2.76911013285714E-4	12.5	2.27089296874286E-4
12.525	2.96934652E-4	12.525	2.66733798608571E-4
12.55	2.67618643142857E-4	12.55	1.9849315616E-4
12.575	3.20647539428571E-4	12.575	1.12171316042857E-4
12.6	2.63336205142857E-4	12.6	7.66972483085714E-5
12.625	1.63883453714286E-4	12.625	-6.86100953314286E-5
12.65	5.87031631714286E-5	12.65	-1.99385411405714E-4
12.675	-6.27395731428571E-5	12.675	-2.10988595628571E-4
12.7	-1.64965830657143E-4	12.7	-2.58885667257143E-4
12.725	-1.53345525347143E-4	12.725	-2.89270364342857E-4
12.75	-1.95702036446857E-4	12.75	-1.98646051828571E-4
12.775	-2.21938764127714E-4	12.775	-1.95863360857143E-4
12.8	-2.07878817161143E-4	12.8	-2.56137092571429E-4
12.825	-2.02523788832857E-4	12.825	-2.01254019142857E-4
12.85	-2.05999860571429E-4	12.85	-1.55452099714286E-4
12.875	-1.25156167714286E-4	12.875	-1.71666951771429E-4
12.9	-8.82863818571429E-5	12.9	-7.46681447428571E-5
12.925	-1.06065470114286E-4	12.925	-2.23970703428572E-5
12.95	-5.74879584857143E-5	12.95	-6.56420897142857E-5
12.975	2.22512164571429E-5	12.975	-1.3434196E-5
13	3.62974612857143E-5	13	2.59771367142857E-5
13.025	8.69614408571428E-5	13.025	-2.85712526857143E-5
13.05	9.25600774285714E-5	13.05	-4.94200020000001E-6
13.075	2.77348200000001E-6	13.075	2.50775890285714E-5
13.1	-1.05880174285714E-5	13.1	7.96259714285731E-7
13.125	2.15559582857143E-5	13.125	4.21434184E-5
13.15	-3.93356004E-5	13.15	1.17735308771429E-4
13.175	-8.19379149142857E-5	13.175	7.48315695428571E-5
13.2	-6.55017749714285E-5	13.2	8.03291618571429E-5
13.225	-7.33045984285714E-5	13.225	1.15040751714286E-4
13.25	-5.34146726857143E-5	13.25	6.27798568571429E-5
13.275	3.62083163714286E-5	13.275	2.14423862857143E-5
13.3	3.92400431714286E-5	13.3	5.74771575428571E-5
13.325	-9.01572314285714E-6	13.325	2.10077777142857E-6
13.35	1.06039650571429E-5	13.35	-9.36836888571428E-6
13.375	4.66847926E-5	13.375	2.08335885428571E-5
13.4	3.84386929142857E-5	13.4	-2.70377662E-5
13.425	9.16641252857143E-5	13.425	-3.16135563714286E-5
13.45	1.44607557857143E-4	13.45	3.80522326E-5
13.475	1.54848564428571E-4	13.475	5.22638902857143E-5
13.5	1.68112894828571E-4	13.5	7.98688396571429E-5
13.525	1.452378962E-4	13.525	1.43794498542857E-4
13.55	7.35180556857143E-5	13.55	9.35887999428571E-5
13.575	4.01985982E-5	13.575	2.23633844285714E-5
13.6	3.06439345714286E-6	13.6	2.97032911428571E-5
13.625	-2.25705992285714E-5	13.625	1.42444008571429E-5
13.65	2.93180250571429E-5	13.65	-3.93304432E-5
13.675	7.47389094571428E-5	13.675	-8.3648756E-6
13.7	7.07833817714286E-5	13.7	-1.75259431428571E-6
13.725	1.12423678142857E-4	13.725	-6.08189534857143E-5
13.75	1.20730040285714E-4	13.75	-3.06358254285714E-6
13.775	3.89877802857143E-5	13.775	8.76889265714286E-5
13.8	-1.21250664285714E-5	13.8	8.58816518571429E-5
13.825	-2.2265069E-5	13.825	1.27279240285714E-4
13.85	-6.66634063714286E-5	13.85	1.16859801714286E-4
13.875	-6.38939030571429E-5	13.875	4.99745492857143E-5
13.9	-4.9411076E-6	13.9	7.45927570857143E-5
13.925	-1.03674104E-5	13.925	1.08785952114286E-4
13.95	-3.45459402857143E-6	13.95	7.07766906285714E-5
13.975	1.15401744571429E-5	13.975	1.36389948057143E-4
14	1.99231271428571E-5	14	1.341117754E-4
14.025	3.18138650857143E-5	14.025	7.83299111714286E-5
14.05	7.28798152285714E-5	14.05	7.88117743714285E-5
14.075	5.09577484285714E-5	14.075	7.51614470285714E-5
14.1	2.35253358285714E-5	14.1	-6.65297368571429E-6
14.125	-1.20759627285714E-5	14.125	-4.70432948571428E-6
14.15	-3.67122976742857E-5	14.15	4.30734317142858E-6
14.175	-3.84207074085714E-5	14.175	-6.19453187428571E-5
14.2	5.07498048971429E-5	14.2	-6.32442575142857E-5
14.225	6.74973478142857E-5	14.225	8.34626240000001E-6
14.25	2.45400326857143E-5	14.25	-6.08518271428572E-6
14.275	3.5948231E-5	14.275	5.79275685714279E-7
14.3	2.28052251428572E-5	14.3	6.60242344685714E-5
14.325	7.28538748571428E-6	14.325	5.17360102057143E-5
14.35	9.24944181142857E-5	14.35	6.86219077828571E-5
14.375	1.21882201314286E-4	14.375	1.56316410628571E-4
14.4	7.28991044571429E-5	14.4	1.37582301028571E-4
14.425	8.98550125142857E-5	14.425	8.13849372857143E-5
14.45	8.08961191428571E-5	14.45	1.25045267542857E-4
14.475	6.39485741142857E-5	14.475	9.03776794857143E-5
14.5	6.86167934285714E-5	14.5	4.57638954E-5
14.525	6.23001519428571E-5	14.525	5.70331558857143E-5
14.55	1.49071322285714E-5	14.55	1.12491260857143E-5
14.575	9.56505942857144E-6	14.575	-5.20947814E-5
14.6	2.50012944E-5	14.6	-9.21231848571428E-6
14.625	5.740692E-5	14.625	-2.562231924E-5
14.65	1.363141E-4	14.65	1.3923146E-4
